name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Kent UK,2020-01-01T00:00:00,4.4,1.1,3.2,91.98,0,0,,0,0,,14.7,110,1031.2,80.9,4.5,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-01T01:00:00,4.3,1.1,3.3,93.26,0,0,,0,0,,14.1,96,1030.9,95.1,4.2,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-01T02:00:00,4.2,1.1,3.1,92.71,0,0,,0,0,,13.1,101,1030.3,88,4,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-01T03:00:00,3.8,0.7,2.8,93.15,0,0,,0,0,,12.7,110,1030.1,87.9,4,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-01T04:00:00,3.8,1.3,2.9,93.5,0,0,,0,0,,9.9,123,1029.9,70.4,4.4,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-01T05:00:00,3.2,1.2,2.4,94.45,0,0,,0,0,,7.7,8,1029.8,87.5,3.8,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-01T06:00:00,2.9,1.6,2.1,94.48,0.089,100,rain,0,0,,5.4,90,1029.8,74.8,4.4,0,,0,,"Rain, Partially cloudy",rain,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-01T07:00:00,2.5,2.5,1.9,95.74,0,0,,0,0,,4.6,115,1029.7,83.8,4.1,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-01T08:00:00,2.6,2.6,2.1,96.17,0,0,,0,0,,4.3,295,1029.9,58.2,4,3,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,C9694,03882099999,03797035047,03781099999,03693099999,03770099999"
Kent UK,2020-01-01T09:00:00,3.6,3.6,3.1,96.62,0,0,,0,0,,4.6,189,1030.4,88.8,4.5,10,0,0,,Partially cloudy,partly-cloudy-day,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-01T10:00:00,4.5,4.5,3.8,95.4,0,0,,0,0,,3.1,202,1030.5,100,5.9,35,0.1,0,,Overcast,cloudy,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-01T11:00:00,5,5,3.6,90.76,0,0,,0,0,,4.4,207,1030.4,100,6.3,65,0.2,1,,Overcast,cloudy,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-01T12:00:00,5.1,5.1,3.7,90.76,0.055,100,rain,0,0,,4.7,168,1029.8,100,5.5,47,0.2,0,,"Rain, Overcast",rain,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-01T13:00:00,5.1,3.9,3.7,90.9,0,0,,0,0,,5.9,174,1029.2,100,5.1,44,0.2,0,,Overcast,cloudy,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-01T14:00:00,5.2,5.2,3.9,91.18,0,0,,0,0,,4.5,159,1028.9,100,4.9,27,0.1,0,,Overcast,cloudy,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-01T15:00:00,5.2,4.3,4,91.55,0,0,,0,0,,5,189,1028.9,100,4.3,12,0,0,,Overcast,cloudy,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-01T16:00:00,5.1,4.3,4,92.83,0,0,,0,0,,4.9,176,1028.8,100,4.2,5,0,0,,Overcast,cloudy,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-01T17:00:00,5,5,4.1,93.7,0,0,,0,0,,4.1,290,1029,100,3.9,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-01T18:00:00,5.2,4.3,4.3,93.98,0,0,,0,0,,5.2,179,1029.2,100,3.8,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-01T19:00:00,5.4,4.3,4.5,94.31,0,0,,0,0,,5.5,148,1029.2,100,3.6,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-01T20:00:00,5.4,4.5,4.7,95.15,0,0,,0,0,,5.1,163,1029,98.5,3.5,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-01T21:00:00,5.5,4,4.8,95.27,0,0,,0,0,,7,158,1028.4,96.8,4.5,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-01T22:00:00,5.5,4,4.9,96.27,0,0,,0,0,,7,175,1028.2,100,3.1,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-01T23:00:00,5.7,4.2,5.1,96.25,0,0,,0,0,,6.9,186,1027.9,97.8,3.2,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-02T00:00:00,5.6,3.5,5.2,97.54,0.043,100,rain,0,0,,9.5,161,1027.2,97.6,2.4,0,,0,,"Rain, Overcast",rain,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-02T01:00:00,5.6,3.6,5.3,97.74,0,0,,0,0,,9.3,148,1026.5,93.2,2.8,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-02T02:00:00,5.8,4.2,5.4,97.43,0,0,,0,0,,7.5,167,1026.2,95.1,4,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-02T03:00:00,5.9,4.3,5.6,97.94,0,0,,0,0,,7.7,179,1025.6,94.4,3.8,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-02T04:00:00,6.2,4.4,5.9,97.37,0,0,,0,0,,9,169,1025.1,92,3.8,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-02T05:00:00,6.5,4.6,6.2,98.2,0,0,,0,0,,9,180,1024.5,92,5.6,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-02T06:00:00,6.6,4.8,6.3,97.76,0.019,100,rain,0,0,,9.1,192,1024.2,95.1,8.9,0,,0,,"Rain, Overcast",rain,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-02T07:00:00,6.8,5,6.4,97.5,0,0,,0,0,,9.1,192,1023.9,95.6,7.5,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-02T08:00:00,7,4.9,6.5,96.25,0,0,,0,0,,11,179,1023.7,91.4,11.6,5,0,0,,Overcast,cloudy,"03769099999,03882099999,03797035047,03781099999,AR120,03693099999,03770099999"
Kent UK,2020-01-02T09:00:00,7.4,4.6,6.8,96.4,0,0,,0,0,,15.6,191,1023.4,88.4,11.7,11,0,0,,Partially cloudy,partly-cloudy-day,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-02T10:00:00,7.9,5.2,7.2,95.47,0,0,,0,0,,15.8,191,1023.1,88.4,9.5,34,0.1,0,,Partially cloudy,partly-cloudy-day,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-02T11:00:00,8.4,5.7,7.4,93.67,0,0,,0,0,,16.7,200,1022.4,89.1,21.2,42,0.2,0,,Partially cloudy,partly-cloudy-day,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-02T12:00:00,8.7,5.8,7.7,93.06,0.089,100,rain,0,0,,19.7,197,1021.5,85.5,26.9,44,0.2,0,,"Rain, Partially cloudy",rain,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-02T13:00:00,9.1,6.4,7.6,90.51,0,0,,0,0,,19.2,210,1020.3,83.1,32.2,82,0.3,1,,Partially cloudy,partly-cloudy-day,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-02T14:00:00,9.3,6.4,7.3,87.04,0,0,,0,0,,21.1,210,1019.5,90,38.2,62,0.2,1,,Partially cloudy,partly-cloudy-day,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-02T15:00:00,9.3,6.4,6.7,83.55,0,0,,0,0,,22,211,1019,91.1,32.1,44,0.2,0,,Overcast,cloudy,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-02T16:00:00,9.3,6.4,6.8,83.95,0,0,,0,0,,21.5,215,1018.5,90,31.1,8,0,0,,Partially cloudy,partly-cloudy-day,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-02T17:00:00,9.4,6.3,6.9,84.58,0,0,,0,0,44.1,23.7,215,1017.9,93,23.8,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-02T18:00:00,9.3,6.2,7.2,86.62,0,0,,0,0,46.4,23.2,217,1017.5,88.9,21.6,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-02T19:00:00,9.4,6.5,7.4,87.12,0,0,,0,0,,22.3,217,1017.2,91.9,21.3,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-02T20:00:00,9.7,6.7,7.4,85.8,0,0,,0,0,43,23.1,222,1017,93,20.1,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-02T21:00:00,9.7,6.8,7.5,85.78,0,0,,0,0,,22.7,220,1016.7,88.5,23.1,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-02T22:00:00,9.8,6.7,7.6,86.09,0,0,,0,0,48.2,24,217,1016.5,90,19.6,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-02T23:00:00,9.8,6.8,7.8,87.76,0,0,,0,0,,23.2,214,1016.3,83.5,17.8,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-03T00:00:00,10,7,8.1,88.12,0,0,,0,0,44.6,24.4,216,1015.8,93.6,18.2,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-03T01:00:00,9.9,6.8,8.3,89.75,0,0,,0,0,47.1,26.3,213,1015.1,98,14.1,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-03T02:00:00,10,10,8.5,90.15,0,0,,0,0,38.9,21.9,210,1014.3,100,11.4,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-03T03:00:00,10,10,9,93.03,0,0,,0,0,51.8,27.5,213,1013.4,97,7.8,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-03T04:00:00,10.2,10.2,9.2,93.56,0,0,,0,0,50.7,27.3,218,1013.2,87,11.4,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-03T05:00:00,10.3,10.3,9.1,92.54,0,0,,0,0,50.2,23.9,233,1013.2,78.3,25.7,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-03T06:00:00,10.2,10.2,8.8,91.17,0.781,100,rain,0,0,50,22.1,244,1013.8,78.5,29.2,0,,0,,"Rain, Partially cloudy",rain,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-03T07:00:00,10.1,10.1,8.7,91.09,0,0,,0,0,38.9,21,242,1014.6,71.8,26.8,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-03T08:00:00,10,10,8.6,90.86,0,0,,0,0,37.1,19.4,243,1015.3,80.9,16.3,2,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,C9694,03882099999,03797035047,03781099999,03693099999,03770099999"
Kent UK,2020-01-03T09:00:00,10,7.6,8.8,92.69,0,0,,0,0,33.5,18.1,251,1016.1,80.9,20.1,11,0,0,,Partially cloudy,partly-cloudy-day,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-03T10:00:00,10.2,10.2,9.1,93.03,0,0,,0,0,,18.7,263,1017.3,77.8,24.2,44,0.2,0,,Partially cloudy,partly-cloudy-day,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-03T11:00:00,9.2,6,7.3,88.28,0,0,,0,0,,24,291,1018.7,84.4,13.2,65,0.2,1,,Partially cloudy,partly-cloudy-day,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-03T12:00:00,8.4,5,5.7,83.24,0.217,100,rain,0,0,50,23.2,324,1020.2,70.4,22.3,72,0.3,1,,"Rain, Partially cloudy",rain,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-03T13:00:00,8,4.3,4.7,79.99,0,0,,0,0,48.2,24.9,328,1021.3,65.2,37.5,62,0.2,1,,Partially cloudy,partly-cloudy-day,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-03T14:00:00,7.7,4.4,4.2,78.58,0,0,,0,0,,21,333,1022.8,82.3,21.1,41,0.1,0,,Partially cloudy,partly-cloudy-day,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-03T15:00:00,7.3,4.1,3.4,76.04,0,0,,0,0,,19.1,332,1024.2,64.1,28.5,39,0.1,0,,Partially cloudy,partly-cloudy-day,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-03T16:00:00,6.5,3.7,2.6,76.13,0,0,,0,0,,14.4,321,1025.9,80,26.4,12,0,0,,Partially cloudy,partly-cloudy-day,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-03T17:00:00,5.7,3.2,1.9,76.54,0,0,,0,0,,11.7,306,1027.4,10,26.8,0,,0,,Clear,clear-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-03T18:00:00,5.2,2.8,1.5,77.02,0,0,,0,0,,10.4,289,1028.5,8.6,21.7,0,,0,,Clear,clear-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-03T19:00:00,4.9,2.2,1.8,80.39,0,0,,0,0,,11.5,285,1029.6,14.6,18.9,0,,0,,Clear,clear-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-03T20:00:00,4.6,1.7,1.9,82.67,0,0,,0,0,,12.3,278,1030.4,10,19,0,,0,,Clear,clear-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-03T21:00:00,4.6,1.7,1.8,82,0,0,,0,0,,12,279,1031.2,54,19.6,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-03T22:00:00,4,0.8,1.6,84.31,0,0,,0,0,,13.2,273,1031.7,64.5,18.3,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-03T23:00:00,3.9,0.8,1.4,84.17,0,0,,0,0,,12.8,271,1031.8,63.1,19.6,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-04T00:00:00,3.8,0.6,1.4,84.35,0,0,,0,0,,12.9,278,1032.5,40,20.5,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-04T01:00:00,3.4,0.1,1.3,86.13,0,0,,0,0,,13.2,270,1032.2,81.8,24,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-04T02:00:00,3.5,0.1,1.4,86.26,0,0,,0,0,,14.2,275,1032.6,93.9,20.9,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-04T03:00:00,3.4,0.3,1.3,86.05,0,0,,0,0,,12.7,262,1032.5,45,21.4,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-04T04:00:00,3.9,0.5,1.6,84.78,0,0,,0,0,,14.4,272,1032.8,36.6,23.4,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-04T05:00:00,4.1,0.6,1.8,84.74,0,0,,0,0,,15.4,260,1032.9,72.1,27.7,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-04T06:00:00,4.1,0.8,1.9,85.21,0,0,,0,0,,14.4,258,1032.8,62.7,27.9,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-04T07:00:00,4.9,1.5,2.6,84.83,0,0,,0,0,,16.1,261,1033.1,70.5,25.8,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-04T08:00:00,4.8,1.4,2.7,86.13,0,0,,0,0,,15.6,261,1033.3,68,28.6,7,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03882099999,03797035047,03781099999,AR120,03693099999,03770099999"
Kent UK,2020-01-04T09:00:00,4.8,1.3,2.7,86.23,0,0,,0,0,,16.1,262,1033.4,31.1,29.6,10,0,0,,Partially cloudy,partly-cloudy-day,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-04T10:00:00,5.7,2.5,3.3,84.28,0,0,,0,0,,16.2,266,1034.1,92.2,28.9,19,0.1,0,,Overcast,cloudy,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-04T11:00:00,6.9,3.6,3.8,80.75,0,0,,0,0,,18.3,272,1034,73.3,29.4,54,0.2,1,,Partially cloudy,partly-cloudy-day,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-04T12:00:00,7.8,4.7,3.8,75.93,0,0,,0,0,,19,283,1033.8,70.8,39.3,99,0.4,1,,Partially cloudy,partly-cloudy-day,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-04T13:00:00,8,4.8,3.6,73.46,0,0,,0,0,,20.4,280,1033.5,68.7,38.9,70,0.3,1,,Partially cloudy,partly-cloudy-day,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-04T14:00:00,8.3,5.3,3.4,71.21,0,0,,0,0,,19.4,277,1033.3,51.2,43.4,61,0.2,1,,Partially cloudy,partly-cloudy-day,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-04T15:00:00,8.1,5.4,3.4,72.4,0,0,,0,0,,16.2,281,1033.8,83.2,43.4,86,0.3,1,,Partially cloudy,partly-cloudy-day,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-04T16:00:00,7.4,5.1,3.3,75.25,0,0,,0,0,,12.2,278,1034.3,84,46.8,23,0.1,0,,Partially cloudy,partly-cloudy-day,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-04T17:00:00,6.8,5,3.2,77.89,0,0,,0,0,,9,262,1034.8,97.7,45.1,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-04T18:00:00,6.3,4.1,3.1,80.05,0,0,,0,0,,10.7,272,1035.1,96.9,43.3,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-04T19:00:00,6,3.8,3.2,82.22,0,0,,0,0,,10.1,263,1035.2,72.8,43.2,0,,0,,Partially cloudy,partly-cloudy-night,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-04T20:00:00,5.5,3.4,3.1,84.65,0,0,,0,0,,9.2,260,1035.3,91,37.6,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-04T21:00:00,5.8,3.8,3.7,86.74,0,0,,0,0,,9.2,262,1035.4,98.6,34.8,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-04T22:00:00,6.2,4.3,3.9,85.35,0,0,,0,0,,8.9,265,1035.4,96.6,36.2,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-04T23:00:00,5.8,3.9,3.8,86.97,0,0,,0,0,,8.5,238,1035.5,97,34.3,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-05T00:00:00,6.1,4,4.3,88.41,0,0,,0,0,,9.8,261,1035.4,100,27.7,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-05T01:00:00,6,4.2,4.2,88.21,0,0,,0,0,,8.7,243,1035.3,100,33.6,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-05T02:00:00,6,4.4,4.3,88.67,0,0,,0,0,,8,237,1035.2,98.5,32.1,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-05T03:00:00,6.1,4.2,4.5,89.39,0,0,,0,0,,8.9,241,1035.4,100,31.9,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-05T04:00:00,6.3,4.4,4.7,89.62,0,0,,0,0,,9,237,1035.2,96.1,25.7,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-05T05:00:00,6.2,4,4.7,90.18,0,0,,0,0,,10.5,235,1034.9,95.1,21,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-05T06:00:00,6.3,4.4,4.7,89.56,0,0,,0,0,,9.4,242,1034.9,94.6,35.9,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-05T07:00:00,6.3,4.1,4.7,89.54,0,0,,0,0,,10.6,236,1034.7,96.3,39.8,0,,0,,Overcast,cloudy,"37,690,999,990,388,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Kent UK,2020-01-05T08:00:00,6.2,4.1,4.6,89.12,0,0,,0,0,,10.5,228,1034.7,94.9,34.2,4,0,0,,Overcast,cloudy,"03769099999,C9694,03882099999,03797035047,03781099999,03693099999,03770099999"
Kent UK,2020-01-05T09:00:00,6.2,4,4.7,89.91,0,0,,0,0,,10.9,226,1034.7,92.4,46,9,0,0,,Overcast,cloudy,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-05T10:00:00,6.8,4.4,4.8,87.19,0,0,,0,0,,12.7,221,1034.8,94.9,44.2,46,0.2,0,,Overcast,cloudy,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-05T11:00:00,7.6,5.1,4.9,83.08,0,0,,0,0,,14.2,230,1034.8,91.5,41.1,72,0.3,1,,Overcast,cloudy,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-05T12:00:00,7.9,5.5,5,81.82,0,0,,0,0,,13.9,241,1034.1,91.5,42.9,74,0.3,1,,Overcast,cloudy,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
Kent UK,2020-01-05T13:00:00,8.1,5.6,4.7,79.27,0,0,,0,0,,14.8,254,1033.4,94.2,46.2,88,0.3,1,,Overcast,cloudy,"03769099999,03882099999,03797035047,D1286,03781099999,03693099999,03770099999"
